subjid,country,normal_vision,hispanic,race,color_blind,gender,education_level,fluent_english,household_income,dob
X5wp8pn3jjnYZNred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1960-05-12
X8DGej05HelKX5purple,United States,Yes,Yes,Black/African American,No,Other,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",2000-01-22
XMuf3RR57NU3m5red,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",2000-03-23
XN0GbPB6FoPUiKred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$80,000–$99,999",1989-12-18
mYPjPb7XPDaLWHpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1981-02-22
n2xdNpKXXLb5LEpurple,,Yes,No,Caucasian/White,No,Male,,Yes,,0197-08-22
Y5Ee8GJWeqjlXtred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",
yvS8lPfYPkwZyured,United States,No,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,1972-01-01
YWQLeBYIyGGU9Kred,United States,Yes,No,Black/African American,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",1981-03-18
YlscJqG1VAqfiKpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1999-04-29
mB2Zp8vYtp5D8Qpurple,United States,Yes,Yes,Pacific Islander/Native Hawaiian,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1991-06-12
YxsTXkl8CaN1X6red,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1984-09-06
Z1MmUYkU8HcnwYred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1984-01-22
ZXaM33h4ObwfWored,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1987-04-25
ZhYqU9gVYgKHJlred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1989-04-11
pea5cIpaG1ZtcMpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$60,000–$79,999",2000-03-18
aLZ9I3JA6PvPXGred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1983-01-12
aZNoBH3CKa8Id0red,United States,Yes,Yes,Mixed Race,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1992-04-06
xwJARLAabTZKjrpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$40,000–$59,999",1991-09-16
dmejtjxb2oH5lopurple,United States,Yes,No,Caucasian/White,No,Female,Secondary Education (ie. GED/GCSE),Yes,"$20,000–$39,999",1991-01-12
dHW5OLkb8K4Sqdred,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1972-01-06
rT6JXOibGDFePdpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1983-11-11
bL56aPv7CiRj88purple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1964-04-30
bT9iNxrIJUbtdrpurple,United States,Yes,No,Mixed Race,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1982-07-14
bUEUPScS4YLfoKred,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1993-04-19
bqngvoeTJeuWeNred,United States,Yes,Yes,Mixed Race,No,Female,Technical/Community College,Yes,"Less than $20,000",1977-09-10
sHlPosOc3ofSEMred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1992-12-04
sdNusyrc7WKwEnred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1994-04-06
cQno7de90Nisv8purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1980-03-03
cZ2Vm2T1IneMtared,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1989-05-04
vNWAxTycdY5RKGpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1992-06-29
qiIV46Hcubx7xGpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$300,000–$399,999",1991-07-16
zRDK2ekdFueGoRpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1985-05-27
dHW5OLkb8K4Sqdpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$100,000–$199,999",1967-05-16
hxh8tvpdPjCFh9purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1988-08-09
dfrrqJ9CgL6hadpurple,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1981-10-18
dmejtjxb2oH5lored,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1991-05-07
tPOTp95eOzplmRred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",1998-08-01
eajm87VGaWLtSZpurple,United States,Yes,No,Caucasian/White,No,Male,Secondary Education (ie. GED/GCSE),Yes,"Less than $20,000",1978-12-20
ehhMvavT6IT2p5red,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$60,000–$79,999",1983-10-25
lV8Ka6sfBZ2PQrred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1973-12-17
tTzWVUafBlblR7purple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1989-02-14
xnwLLRIfDeY55Apurple,United States,Yes,No,Caucasian/White,No,Female,Secondary Education (ie. GED/GCSE),Yes,"$100,000–$199,999",1965-02-20
irVcuGFfTVDLh7red,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1993-10-13
utdwJjYg9S6Dx6purple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1988-06-07
gA6I24mQCRlplvred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1984-10-01
gLJ5JQY3k3NKsopurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1986-10-18
xpwasKCgvCyvFRpurple,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$80,000–$99,999",1999-01-30
gveKFkS64H1yippurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1976-05-07
hifL60ShHbrzTZred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1985-11-05
hYVGa4iFoyeVVypurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",2004-06-02
hifL60ShHbrzTZpurple,United States,Yes,Yes,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I don’t know,1993-01-23
hxh8tvpdPjCFh9red,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1979-01-26
upttvg6ik5LipZred,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1980-10-24
ir4TKUaQiNclJppurple,United States,Yes,No,Caucasian/White,No,Other,High School Diploma (A-levels),Yes,"Less than $20,000",1993-10-25
irVcuGFfTVDLh7purple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1988-08-19
z9iAhAIiy9Iueered,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1989-08-18
iyujA2z8Zfkxwspurple,United States,Yes,Yes,Caucasian/White,No,Female,Technical/Community College,Yes,I don’t know,1997-07-14
j81Gvcn1qWMp6pred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,I prefer not to answer,1997-04-20
r2kR0qQjC9HaEYpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1967-05-23
sUySWjJjb9YD4Ipurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1992-12-23
kvjqlEEjeSSjTGred,United States,Yes,No,Caucasian/White,No,Male,Secondary Education (ie. GED/GCSE),Yes,"$20,000–$39,999",1994-06-11
joVZzg508p20O8purple,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1969-11-06
jw2MrzzGFGh3Sspurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1983-08-02
kGhzawBAgmzC6Yred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1986-08-28
kVw1kRt8nsMuqGred,United States,Yes,No,Caucasian/White,No,Female,Secondary Education (ie. GED/GCSE),Yes,"Less than $20,000",1975-05-01
kiV9j24JQApvRHred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1987-10-10
rSpQvN7kie1Dogpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1995-08-18
kvjqlEEjeSSjTGpurple,United States,Yes,No,Asian,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1995-11-06
l2MvczWOp8FY1xred,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1993-09-12
lJrsxwVCf7yUiNpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1967-04-30
lOwFrEEMnA7n99red,United States,Yes,No,Asian,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$400,000–$499,999",
lV8Ka6sfBZ2PQrpurple,United States,Yes,Yes,Mixed Race,No,Female,High School Diploma (A-levels),Yes,"$80,000–$99,999",2023-06-30
nzq97Uem5iQt5ired,United States,No,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",2000-10-19
mB2Zp8vYtp5D8Qred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1991-10-15
mYPjPb7XPDaLWHred,United States,Yes,No,Pacific Islander/Native Hawaiian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1991-04-15
mYe0prfMFlX1nrred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1997-01-14
mpcGaIj4HGABbbred,United States,Yes,No,Mixed Race,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1987-10-29
n2xdNpKXXLb5LEred,United States,Yes,No,Mixed Race,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1990-10-27
nQomfdUS4NkcDWred,United States,Yes,No,Caucasian/White,No,Female,Secondary Education (ie. GED/GCSE),Yes,"$20,000–$39,999",1995-09-12
y3b4UJinRpphERpurple,United States,Yes,No,Caucasian/White,No,Female,Doctorate Degree (PhD/Other),Yes,"$100,000–$199,999",1956-08-01
nzq97Uem5iQt5ipurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1981-08-29
oxrSBdIPj7nQxLred,United States,Yes,Yes,Asian,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1988-09-22
p0ycy1TOQ3bixUred,United States,Yes,Yes,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1977-08-09
qR0OZtlpBD00E3red,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1957-08-05
pDgPXGd2o6BWjGpurple,United States,Yes,No,Black/African American,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1986-05-15
ruLinVapIyFBrUred,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$200,000–$299,999",2000-07-02
wf5vpjzpWcOZVEred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1981-01-01
pea5cIpaG1ZtcMred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1982-05-01
ppSOuFiRpn2cSdpurple,United States,No,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",2002-02-24
pvR1wKqG0UHssqpurple,United States,No,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1997-04-05
pyKUaJdU3ZCju1purple,United States,Yes,No,Black/African American,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1998-09-20
q2nEYNMGIouP5rpurple,United States,Yes,No,Caucasian/White,No,Male,Doctorate Degree (PhD/Other),Yes,"$100,000–$199,999",1988-02-12
q5g3GVcSYIYu5Upurple,United States,Yes,No,Black/African American,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1992-08-16
rvwiE1fqBe9AM9red,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1987-08-04
qD1pHXj549qdDJpurple,United States,Yes,Yes,Mixed Race,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1998-11-18
qR0OZtlpBD00E3purple,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",2003-01-21
qVtPGcYV5NIaKfred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1959-07-28
qiIV46Hcubx7xGred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1976-03-08
r1qjmWOCCencgMpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1986-09-22
r2kR0qQjC9HaEYred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1978-05-28
rAKY1xCChRHk9mpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1998-05-06
rDb40M6BMO5XCVpurple,United States,Yes,No,Mixed Race,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1995-05-15
rSpQvN7kie1Dogred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1983-02-20
rT6JXOibGDFePdred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1987-01-22
ruLinVapIyFBrUpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1975-05-31
rvwiE1fqBe9AM9purple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$100,000–$199,999",1969-04-03
s1AGWI2BmMFuFjred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$80,000–$99,999",1981-10-10
s1l3iQC1AEnUJ5red,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$80,000–$99,999",1991-12-25
sHlPosOc3ofSEMpurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$200,000–$299,999",1993-06-05
sQEPerAS4yJ951purple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1984-10-27
sSDj42w2GOzQgpred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1996-11-08
sUySWjJjb9YD4Ired,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$60,000–$79,999",1962-03-02
sdNusyrc7WKwEnpurple,United States,Yes,No,Mixed Race,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1988-10-25
t6L8f69NEHDL7Vred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1964-01-15
tPOTp95eOzplmRpurple,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1985-06-01
tQtlXcPITugmWrred,United States,Yes,Yes,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1992-05-21
tTzWVUafBlblR7red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1967-12-30
yGXf0uEtaQzN97red,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1983-11-13
tjLeadeIXDhNcjred,United States,Yes,No,Black/African American,No,Male,Technical/Community College,Yes,"$80,000–$99,999",1983-01-24
uHoTS2ROOLIs5hpurple,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,1974-04-01
zNOjNV4uWPQlRpred,United States,No,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1990-05-02
upoCxWMKNpMgbured,United States,Yes,No,Asian,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",2001-05-14
upttvg6ik5LipZpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1983-07-20
utdwJjYg9S6Dx6red,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"$100,000–$199,999",1983-10-17
uxvgRgnJ8BWntFpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1979-11-26
uyqSL1z3jMSVFDred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1996-01-09
v5OJSphEm99Qwppurple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1968-05-06
vHU7il4KtMWABVpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$60,000–$79,999",1997-02-23
vKUyXkeEF3b2fDred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$20,000–$39,999",1994-05-23
vNWAxTycdY5RKGred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"Less than $20,000",2001-07-12
vVKVGZeK8EuqGxpurple,United States,Yes,No,Caucasian/White,No,Male,Doctorate Degree (PhD/Other),Yes,"$20,000–$39,999",1971-04-15
vpsp4L77u6fJdored,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1984-08-15
zEsErbuvrMr0Hgred,United States,Yes,No,Asian,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$40,000–$59,999",1992-01-21
wIZhL16JvntpuXpurple,United States,Yes,No,Black/African American,No,Male,Technical/Community College,Yes,"$40,000–$59,999",1996-06-19
wf5vpjzpWcOZVEpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1963-09-09
wpOAdIHJFpYb3tred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1974-10-01
wsb7znJ8Quf08Gred,United States,No,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$20,000–$39,999",1988-05-07
wz62ca4FtipVoEred,United States,Yes,No,Black/African American,No,Female,Technical/Community College,Yes,"$40,000–$59,999",1961-12-20
x2HPhDBJve42yDred,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",1988-08-06
x3V05lvKjT0dBUpurple,United States,Yes,No,Caucasian/White,No,Male,Doctorate Degree (PhD/Other),Yes,"$300,000–$399,999",1985-11-12
xiDn9bfGiXWDVered,United States,Yes,No,Caucasian/White,No,Female,Doctorate Degree (PhD/Other),Yes,"$200,000–$299,999",1973-02-05
xnwLLRIfDeY55Ared,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1984-08-25
xoeqSDpQqXmeI7red,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1983-05-18
xpwasKCgvCyvFRred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1965-12-30
xwJARLAabTZKjrred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1987-12-16
xyB4sEvHF0TDqXpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1971-04-13
y3b4UJinRpphERred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1996-01-01
yGXf0uEtaQzN97purple,United States,Yes,No,Caucasian/White,No,Female,Technical/Community College,Yes,"$20,000–$39,999",1982-02-18
yJ1WHQ0RMpmLPqred,United States,Yes,No,Caucasian/White,Yes,Male,Technical/Community College,Yes,"$20,000–$39,999",1993-02-07
yNaS2Bq6dttKqLred,United States,Yes,Yes,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"Less than $20,000",1988-09-19
z0X3T2CyienXi6red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1989-04-01
yvS8lPfYPkwZyupurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"Less than $20,000",1987-02-15
z0X3T2CyienXi6purple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1992-02-01
z9iAhAIiy9Iueepurple,,,,,,,,,,
zEsErbuvrMr0Hgpurple,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1984-07-01
zJ3HGb5JBocd03purple,United States,Yes,No,Black/African American,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1985-05-11
zNOjNV4uWPQlRppurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1984-10-03
zRDK2ekdFueGoRred,United States,Yes,Yes,Black/African American,No,Male,High School Diploma (A-levels),Yes,I prefer not to answer,1977-02-08
hqdXjJ50oSQrNkpurple,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1988-08-20
gTRM2td1f8g75ypurple,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1985-01-29
GulhkpA1gdCtoQpurple,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1998-06-10
ucChqUN1ymnylPred,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$80,000–$99,999",1987-12-17
tmdsDcY2zwomgIpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1963-01-13
4jqu3Fu3bRJBW3red,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1982-02-17
69w4WM83iWOtRApurple,United States,Yes,No,Asian,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1972-09-18
4jqu3Fu3bRJBW3purple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",2000-02-29
dmTiVlq5I8a5zGpurple,United States,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$40,000–$59,999",1997-08-27
Q3FSUc25MP9a9ired,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$100,000–$199,999",1951-02-21
vCkogSq5b7No2Tpurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"Less than $20,000",1989-08-26
69w4WM83iWOtRAred,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$80,000–$99,999",1978-04-06
nAgTrmO6PiN2Igred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1992-11-01
iadzI1R6uWA2BGred,United States,Yes,No,Caucasian/White,No,Male,Graduate Degree (MA/MS/MPhil/Other),Yes,"$60,000–$79,999",1971-10-01
vtHWGpc72DWM7Upurple,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$20,000–$39,999",1992-09-17
M8dSL0S7sLftMired,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1981-12-19
ouhiwVy9ZhPkYvred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$100,000–$199,999",1997-04-24
Bj5ET9K9eXGWREred,,Yes,No,Caucasian/White,No,Female,High School Diploma (A-levels),Yes,"$20,000–$39,999",1978-07-25
r4JuAS09h5xvjVpurple,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$20,000–$39,999",1986-07-24
yExSMPVAyBy9Yired,United States,Yes,No,Asian,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$60,000–$79,999",1998-04-01
Bj5ET9K9eXGWREpurple,United States,Yes,No,Caucasian/White,No,Female,Graduate Degree (MA/MS/MPhil/Other),Yes,"$100,000–$199,999",1975-09-09
fDAlORuC7CcToOpurple,United States,Yes,No,Black/African American,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1985-09-02
yM7Mq6iCXeB9Svred,United States,Yes,No,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,I prefer not to answer,1962-04-08
pyDbTJHCtGh8uCred,United States,Yes,No,Caucasian/White,No,Male,Technical/Community College,Yes,"$80,000–$99,999",1979-09-04
w2ixw51E2kOOXpred,United States,Yes,Yes,Caucasian/White,No,Female,Undergraduate Degree (BA/BS/Other),Yes,"$300,000–$399,999",1986-06-01
GulhkpA1gdCtoQred,United States,Yes,No,Caucasian/White,No,Male,High School Diploma (A-levels),Yes,"$40,000–$59,999",1987-07-30
e5Jo6R4H6phjhcpurple,United States,Yes,No,Caucasian/White,No,Male,Undergraduate Degree (BA/BS/Other),Yes,"$40,000–$59,999",1984-01-30
